,Clue,Answer,Explanation
20035,Doctor protects a witness,SPECTATOR,"Definition: witness
anagram of PROTECTS A;
"
20036,"One pulls defender over, then it’s hard to cross",DRAUGHT OX,"Definition: One pulls
This was not obvious, to this solver at least. A reversal of GUARD, followed by H, TO and X.
"
20037,Where Rugby Union needs to go to make it break out is silly,INEPT,"Definition: silly
Bluth is suggesting that you need to insert RU IN EPT to make it into the word ERUPT, which is ‘break out’.
"
20038,Kind of chip in fossil I conserved,SILICON,"Definition: Kind of chip
Hidden in fosSIL I CONserved.
"
20039, As nice cycling as taking runs to begin with,ARSENIC,"Definition:  As
A charade of R inserted into AS and anagram of NICE; The insertion indicator is ‘taking’; the anagrind is ‘cycling’; and ‘to begin with’ tells you the order of the particles. And of course the very well disguised answer is the chemical symbol.
"
20040,"New shelter, essentially, in case it’s bright",SUNLIT,"Definition: it’s bright
An insertion of N and L for the middle letter of ‘shelter’ in SUIT.
"
20041,Drone getting to grips with reasonably hot air,HOKUM,"Definition: hot air
An insertion of OK in HUM. Can OK substitute directly for ‘reasonably’? I have to dash off and blog the Quiptic in Another Place, so will leave you to decide.
"
20042,Try clever style of writing for introduction,PROSECUTE,"Definition: Try
A charade of PROSE and CUTE. ‘He was being cute when he wrote that clue.’
"
20043,Disappointment as magician’s debut is defined by assorted bad quips,DAMP SQUIB,"Definition: Disappointment
An insertion of M in anagram of BAD QUIPS; The initial letter indication is ‘debut’; the insertion indicator is ‘defined by’; the anagrind is ‘assorted’.
"
20044,The man visiting pub returned here to dry out,REHAB,"Definition: here to dry out
An insertion of HE in BAR, all reversed. The insertion indicator is ‘visiting’ and the reversal indicator is ‘returned’. Great surface.
"
20045,Incite school rebellion,PUTSCH,"Definition: rebellion
A charade of PUT and SCH, although I am struggling to really define the first particle as ‘incite’.
"
20046,Celebrity magazine dismissing mother in revealing daydream,STARGAZE,"Definition: daydream
A charade of STAR and [MA]GAZ[IN]E.
"
20047,Down,,"1 Cuts reversed, overshadowing Republican movement**STRIDE**
"
20048,Whistler’s Mother couldn’t exist without them to lubricate Father in discontented times,OIL PAINTS,"Definition: Whistler’s Mother couldn’t exist without them
A charade of OIL, PA, IN and T[IME]S.
"
20049,"It helps to set the mood in country, perhaps, with history",BACKGROUND MUSIC,"Definition: It helps to set the mood
A charade of BACKGROUND (for ‘history’) and MUSIC (of which ‘country’ is an example).
"
20050,A little red setter almost eating Oscar award,ROSETTE,"Definition: award
An insertion of O for the phonetic alphabet ‘Oscar’ in R for the first letter of ‘red’ and SETTE[R].
"
20051,Train badly broken – dread not starting – is this a way to solve the problem?,BY TRIAL AND ERROR,"Definition:  is this a way to solve the problem?
A charade of anagram of TRAIN BADLY; and [T]ERROR.
"
20052,Known about eccentric,OUTR,"Definition: eccentric
ÉA charade of OUT (‘the secret is out’) and RE. A word derived from the French verb *outrer*, to exaggerate. It’s also cognate with outrage, which is not – I discovered this morning – a compound of out and rage; but its modern use to imply anger, shock or indignation is a result of this belief.
"
20053,"Singer, but for one vocal inflection",BARITONE,"Definition: Singer
A charade of BAR, I and TONE.
"
20054,"Copies cancelled over Persian king, once",XERXES,"Definition: Persian king, once
XER[O]XES. Xerox is a trademark. The company introduced the first photocopying machine in 1959 and I’m old enough to remember ‘Xerox’ being used as a verb or noun. ‘Can you xerox these for me?’ ‘Can you pass me those xeroxes, please?’ But unlike, say, ‘Hoover’, it never really lasted.
"
20055,College students abandon dance supporting Hawaii’s state capital,CHIHUAHUA,"Definition: state capital
A charade of C, HI for the state abbreviation and HU[L]A HU[L]A gives you the state capital of the Mexican state of the same name.
"
20056,Robinson Crusoe was once this unsuccessful,WASHED UP,"Definition: Robinson Crusoe was once thisunsuccessful
A dd.
"
20057,Vacuous celebrity advertising American island,CYPRUS,"Definition: island
A charade of C[ELEBRIT]Y, PR and US. It has been noted many times before (mainly, and reasonably, by people in the business) that PR and ‘advertising’ are two different things. But it’s a crossword staple now.
"
20058,Project acquiring lead price comparison website,SHOPBOT,"Definition: price comparison website
An insertion (‘acquiring’) of PB for the chemical symbol for ‘lead’ in SHOOT for a word I’d never heard of.
"
20059,Weak model beefed up secretly,FEEBLE,"Definition: Weak
Hidden reversed in modEL BEEFed.
"
20060,Last bit of Kubrick film about politician is neat,KEMPT,"Definition: neat
A charade of K for the final letter of ‘Kubrick’ and MP inserted into ET, the setters’ favourite ‘film’. An interesting word in the sense that you only ever hear it in its negative sense, UNKEMPT.
"
20061,Hope network’s designed to be aware of best practice,KNOW THE ROPES,"Definition: be aware of best practice
anagram of HOPE NETWORKS;
"
20062,No time for getting tied up in pastime,ANGLING,"Definition: pastime
[T]ANGLING
"
20063,Some bigwig ran a dancehall in Spanish city,GRANADA,"Definition: Spanish city
Hidden in bigwiG RAN A DAncehall.
"
20064,"Rose, shunning society, travelled by canoe",OARED,"Definition: travelled by canoe
[S]OARED
"
20065, ‘Differently honestly’?,ON THE SLY,"Definition:  ‘Differently honestly’?
anagram of HONESTLY; The anagrind is ‘differently’, but it’s also a cad, since ‘honestly’ is certainly different to ‘on the sly’. I liked this clue particularly today.
"
20066,Copy published after T S Eliot initially conceals act of plagiarism,TRANSCRIBE,"Definition: Copy
A charade of T and RAN followed by an insertion of CRIB in S and E for the first letter of ‘Eliot’. Another good clue with a nicely deceptive surface.
"
20067,Farmyard youngster that’s just over a foot,CALF,"Definition: Farmyard youngsterthat’s just over a foot
A dd, the second of which is referring to the CALF muscle.
"
20068,"Characters in expensive picture, Ben-Hur perhaps",EPIC,"Definition: Ben-Hur perhaps
Well, the first character in ‘expensive’ and the first three characters in ‘picture’ give you EPIC, but I’m not sure the surface unequivocally tells you to do that.
"
20069,"Girl – not a medallist, we’re told – to make a sudden rush",SALLY FORTH,"Definition: make a sudden rush
A charade of SALLY and a homophone of FOURTH (which is where you’d be if you didn’t win gold, silver or bronze).
"
20070,Popular actors take these weapons,LONGBOWS,"Definition: Popular actors take theseweapons
A cd cum dd. For the first definition, you need to separate the answer out into LONG BOWS.  Which of course, English being English, is pronounced differently to the second definition.
"
20071,"Schoolchild’s twisted effrontery, rebellious",PUPIL,"Definition: Schoolchild
A reversal (‘twisted’) of LIP and UP.
"
20072,"After disruption, setter’s most brusque",TERSEST,"Definition: most brusque
anagram of SETTERS; Makes a change from STREETS.
"
20073,Cassock’s slightly altered for cavalryman,COSSACK,"Definition: cavalryman
anagram of CASSOCK; The ‘slightly’ bit is just there to point out that you don’t need to move the letters very far to make the anagram.
"
20074,"Entered, dimly tingling with purpose",DETERMINEDLY,"Definition: with purpose
anagram of ENTERED DIMLY; with ‘tingling’ as the anagrind.
"
20075,"African nation, one with capital in Abuja?",NIGERIA,"Definition: African nation, one with capital in Abuja?
A charade of NIGER, I and A for the first letter of ‘Abuja’. Abuja is indeed the capital of Nigeria, so this is a cad, and a rather clever one.
"
20076,"The Observer embracing Right, that is most odd",WEIRDEST,"Definition: most odd
A charade of WE (*The Observer*, since that’s the paper that the crossword is in) and R inserted into ID EST. The insertion indicator is ’embracing’.
"
20077,"Uttered casual greeting, being drunk",HIGH,"Definition: drunk
A homophone of HI
"
20078,"Newspaper, Independent, covers no-good rubbish boxing movie",RAGING BULL,"Definition: boxing movie
This is made up of RAG, I, NG for ‘no good’ and BULL, but I can’t make sense of how ‘covers’, which is presumably an insertion indicator, is meant to fit into all of this. Unless, since it’s a down clue, ‘covers’ simply means ‘is on top of’.
"
20079,Primarily: poet (… listed alongside Ted Hughes?),PLATH,"Definition: Primarily: poet (… listed alongside Ted Hughes?)
The initial letters of the last five words of the clue and a cad. With a meaningful surface, since Plath and Hughes were married.
"
20080,"Perhaps pens epistle, angry initially in Welsh city",SWANSEA,"Definition: Welsh city
A charade of SWANS (of which ‘pens’ are the female variety), E and A for the initial letters of ‘epistle’ and ‘angrily’.
"
20081,"A key held aloft, cryptic Arthurian figure",LADY OF THE LAKE,"Definition: Arthurian figure
anagram of A KEY HELD ALOFT; with ‘cryptic’ as the anagrind.
"
20082,"Time to study Scott, perhaps – lecturer’s wanting to hold back",TREAD WATER,"Definition: hold back
A charade of T, READ and [WA[L]TER, referencing the Scottish novelist, poet, playwright and historian, who wrote 9dn.
"
20083,Slightly smelly Greek characters felt shame finally in unexpected ways,OFF,"Definition: in unexpected ways
-PISTEA charade of OFF, PIS for the plural of PI, the Greek letter, and TE for the final letters of ‘felt’ and ‘shame’. ‘To go off-piste’ is a common expression for doing things in an unorthodox way.
"
20084,"Everyman blushes, admitting sanitation ultimately neglected",IGNORED,"Definition: neglected
A charade of I and N for the last letter of ‘sanitation’ in GORED. I am struggling to equate GORE and ‘blush’ in their verbal sense.
"
20085," Artist putting blame on shade of brown, that’s not unknown",RAPHAEL,"Definition:  Artist
A charade of RAP and HA[Z]EL.
"
20086,Chicken serving one rejected in French city,BREST,"Definition: French city
BRE[A]ST
"
20087, Culinary ingredient regularly extracted from saccharin,ACAI,"Definition:  Culinary ingredient
The even letters of sAcChArIn.
"
20088,Wrong ruler is plummeting,SINKING,"Definition: plummeting
A charade of SIN and KING.
"
20089,Compile extraordinary argument,POLEMIC,"Definition: argument
anagram of COMPILE; with ‘extraordinary’ as the anagrind.
"
20090,Royal drink returned,REGAL,"Definition: Royal
A reversal of LAGER.
"
20091,Learn when determined,ASCERTAIN,"Definition: Learn
A charade of AS and CERTAIN.
"
20092,Detective: ‘I tape every criminal’,PRIVATE EYE,"Definition: Detective
anagram of I TAPE EVERY; with ‘criminal’ as the anagrind.
"
20093,Shelter in Middle England,LEE,"Definition: Shelter
Hidden in MiddLE England.
"
20094,Terrible slur spread about pedigree dogs,BULL TERRIERS,"Definition: pedigree dogs
anagram of TERRIBLE SLUR; with ‘spread about’ as the anagrind.
"
20095,"Party inflicting damage around River Wye, initially",HOUSE,"Definition: Party
-WARMINGAn insertion of OUSE and W for the first letter of ‘Wye’ in HARMING. The insertion indicator is ‘around’.
"
20096,The French kiss is sloppy,LAX,"Definition: sloppy
A charade of LA for one of the French words for ‘the’ and X.
"
