,Clue,Answer,Explanation
18400,"Open ballot box, causing upset (8)",OVERTURN,"Definition: upset
OVERT (open) URN (ballot box)"
18401,"50% of ordinary people taking minor routes in lake district? (7,6)",NORFOLK BROADS,"Definition: lake district
NORmal (ordinary, 50% of) FOLK (people) with B-ROADS (minor routes) a watery region of England"
18402,Quarrel after drink – inferior stuff (8),NECKBEEF,"Definition: inferior stuff
BEEF (quarrel) following NECK (drink)"
18403,North African Arab group historically dividing sheep (6),TUAREG,"Definition: North African
UAR (former United Arab Republic, Arab group historically) inside (dividing) TEG (sheep)"
18404,"Ironic language, at church, before my god (6-2-5)",TONGUE-IN-CHEEK,"Definition: Ironic
TONGUE (language) IN (at) CH (church) then EEK (my god, exclamation)"
18405,"After return, yours truly and gaffer raise relief (6)",EMBOSS,"Definition: raise relief
ME (yours truly) reversed (after return) then BOSS (gaffer)"
18406,Again insist upon lock being put back on unfinished tower (8),REASSERT,"Definition: Again insist upon
TRESS (lock, of hair) reversed (being put back) on REAr (tower, unfinished)"
18407,Thick single bloke on report following loveless marriage (13),UNINTELLIGENT,"Definition: Thick
GENT (bloke) follows (on) TELL (report) all following UNIoN (marriage) missing O (love)"
18408,Animal having to be sick around shrub (8),CAMELLIA,"Definition: shrub
CAMEL (animal) with (having) AIL (to be sick) reversed (around)"
18409,I called back old fool yesterday (6),IGNARO,"Definition: fool yesterday
I then RANG (called) reversed (back) and O (old) – *yesterday* indicates the definition is archaic"
18410,"Show behind schedule, finally interrupted by international church member (6)",MOONIE,"Definition: church member
MOON (show one’s behind) then schedulE (last letter, finally) containing (interrupted by) I (international)"
18411,Sexual energy relinquished when going topless (6),ORGONE,"Definition: Sexual energy
fORGONE (relinquished) missing first letter (going topless)"
18412,"European situation, read so cryptically, could have got Blair far (4,2,9)",ROCK OF GIBRALTAR,"Definition: European situation
read cryptically if you ROCK (rearrange) OF GIBRALTAR you could have GOT BLAIR FAR – European situation is “a place in Europe”"
18413,Anxious new US check briefly involving a transnational currency (8),NEUROTIC,"Definition: Anxious
N (new) TICk (the tick symbol, called check in US) contains (involving) EURO (a transnational currency)"
18414,"Shire ground crossed by kind old deer (5,3)",IRISH ELK,"Definition: old deer
anagram (ground) of SHIRE inside (crossed by) ILK (kind) – *old* indicates the deer is now extinct"
18415,Almost insane to straddle minute old battlement (7),BARMKIN,"Definition: old battlement
BARKINg (insane, almost) contains (to straddle) M (minute)"
18416,One wearing a female’s headgear (5),TIARA,"Definition: headgear
I (one) inside (wearing) TARA (a female, example name)"
18417,Eats up Mr Silly’s dishes (8),TEMPURAS,"Definition: dishes
anagram (silly) of EATS UP MR"
18418,University upset about son causing bother (8),UNSETTLE,"Definition: bother
U (university) NETTLE (upset) contains S (son)"
18419,Nuisance lowering head before one German artist (7),EPSTEIN,"Definition: artist
PEST (nuisance) with first letter moved down the word (lowering head) then EIN (one, in German) – Jacob Epstein"
18420,"Chemical compound stored in box, I’d expect (5)",OXIDE,"Definition: Chemica
found inside bOX I’D Expect"
18421,Sharp police unit infiltrating withdrawn US agents (6),ACIDIC,"Definition: Sharp
CID (polics unit) inside (infiltrating) CIA (US agents) reversed (withdrawn)"
18422,Report concerning revolution (6),RETURN,"Definition: Report
RE (concerning) TURN (revolution)"
18423,"Copper enters exactly with cartoon puss (3,3)",TOP CAT,"Definition: cartoon puss
PC (policeman, copper) inside (enters) TO A T (exactly)"
18424,"French cartoon character, it’s said, is a star (8)",ASTERISK,"Definition: a star
sounds like (it’s said) ASTERIX (Asterix the Gaul, French cartoon character)"
18425,Area of northern Asia has no southern peninsula (6),IBERIA,"Definition: peninsula
sIBERIA (area of northern Asia) missing S (southern)"
18426,Courteous society girl broadcasting (8),DEBONAIR,"Definition: Courteous
DEB (society girl) then ON AIR (broadcasting)"
18427,"Ship’s personnel were exultant at junction, we hear (4)",CREW,"Definition: Ship’s personnel
double definition and also CREW sounds like (we hear) CREWE (a railway junction in the UK). There must be many hundreds of railway junctions in the UK, but for some reason Crewe has made its way into popular culture. The modern town of Crewe is unusual in that it is named after its railway station, not the other way around (perhaps not so unusual in the US)."
18428,Days-out at the Falls (5),TRIPS,"Definition: Days-out
double definition"
18429,Heartless rapture is not often encountered (4),RARE,"Definition: not often encountered
RAptuRE missing the middle (heartless)"
18430,Useful point on university society (12),ADVANTAGEOUS,"Definition: Useful
ADVANTAGE (point, in tennis) on OU (the Open University) and S (society)"
18431,Chant embraces merriment – that’s killing! (12),SLAUGHTERING,"Definition: killing
SING (chant) contains (embracing) LAUGHTER (merriment)"
18432,Like some previous edition? (4),USED,"Definition: Like some previous edition
found inside previoUS EDition – an extended definition “like…”"
18433,Very much on edge – perfect? (5),TENSE,"Definition: Very much on edge
double definition – the question mark indicates a definition by example: the *present tense* perhaps"
18434,"Amateur London orchestra, as well (4)",ALSO,"Definition: as well
A (amateur) and LSO (London Symphony Orchestra)"
18435,Rest period not considered for prison escape (5-3),BREAK-OUT,"Definition: prison escape
BREAK (rest period) and OUT (not considered)"
18436,Small harpsichord made of wood in street (6),SPINET,"Definition: Small harpsichord
PINE (wood) inside ST (street)"
18437,"Try a paté served on this occasion? (3,5)",TEA PARTY,"Definition: this occasion
anagram (served) of TRY A PATE"
18438,Clergyman’s turning-circle (6),CLERIC,"Definition: Clergyman
anagram (turning) of CIRCLE"
18439,Trackwear or something more formal? (8),TAILCOAT,"Definition: something more formal
double/cryptic definition – a coat to wear when tracking (tailing) someone"
18440,"Keep last of the sheep on the Serengeti, say (8)",PRESERVE,"Definition: Keep
sheeP (last letter of) on RESERVE (the Serengeti, say)"
18441,Song from the boundaries of Armenia (4),ARIA,"Definition: Song
the outer letters (boundaries) of ARmenIA"
18442,A-spiring race? (12),STEEPLECHASE,"Definition: A-spiring 
cryptic definition – A SPIRING race might be a race (chase) of spires (steeples)"
18443,From Magdalene to New College (4),ETON,"Definition: College
found inside (from) magdalenE TO New"
18444,"Having difficulty where to find conserved strawberries, say (2,1,3)",IN A JAM,"Definition: Having difficulty
one might conserved strawberries IN A JAM"
18445,Suggested rank edible part of a nut (6),KERNEL,"Definition: edible part of a nut
sounds like (suggested) “colonel” (rank)"
18446,"Unearths true fragments during this? (8,4)",TREASURE HUNT,"Definition: during this
anagram (fragments, as a verb) of UNEARTHS TRUE"
18447,Hillock seen returning uphill on Kishorn (5),KNOLL,"Definition: Hillock
seen reversed (returning) in uphiLL ON Kishorn"
18448,Group of chamber musicians dropped books. Don’t make a noise! (5),QUIET,"Definition: Don’t make a noise
QUIntET (group of chamber musicians) missing NT (New Testament, books of the Bible)"
18449,Producer of headgear from weavers’ workplace in part of hospital (8),MILLINER,"Definition: Producer of headgear
MILL (weaver’s workplace) then IN and ER (part of hospital)"
18450,Sceptic coasting around (8),AGNOSTIC,"Definition: Sceptic
anagram (around) of COASTING"
18451,High-powered tourer starts for swimmer (6),TURBOT,"Definition: swimmer
TURBO (high powered) and Tourer (starting letter)"
18452,Exercise hard – note little cash was required (6),PESETA,"Definition: little cash
PE (exercise) SET (hard) A (note, of musical scale) – a small amount of money, *was required* indicates the peseta is no longer in use"
18453,Lady’s fingers look ravishing to some extent (4),OKRA,"Definition: Lady’s fingers
found inside (to some extent) loOK RAvishing"
18454,Beseeching chum for gem (4),OPAL,"Definition: gem
O PAL can be read as “Oh pal” (beseeching chum)"
18455,Studied for exams in a new form (7),REVISED,"Definition: Studied for exams
double definition"
18456,Dislike expurgating article in translation (7),VERSION,"Definition: translation
aVERSION (dislike) missing (expurgating) A (indefinite article)"
18457,Contents of portfolio updated with recently taken picture (5),PHOTO,"Definition: picture
PortfoliO with middle letters (contents) replaced by HOT (recently taken, stolen)"
18458,What conflates reporter’s offence with aspiring doctor’s work? (9),SYNTHESIS,"Definition: What conflates
SYN sounds like (reporter’s) SIN with THESIS (aspiring doctor’s work, for a PhD)"
18459,"Lacking evidence of guilt, let heartless assassin off (9)",STAINLESS,"Definition: Lacking evidence of guilt
anagram (off) of LET and ASSasSIN (heartless)"
18460,True Grit is appropriate for audience (5),STEEL,"Definition: True Grit
sounds like (for audience) “steal” (appropriate)"
18461,Top parts exhausted ensemble leave out (5),ELIDE,"Definition: leave out
LID (top) inside (parts) EnsemblE (exhausted, no middle)"
18462,Entire range unveiled one by one in delightful fashion (9),AMUSINGLY,"Definition: in delightful fashion
gAMUt (entire range) missing outer letters (unveiled) then SINGLY (one by one)"
18463,Sound unhappy having step to perform with no preparation (5-4),SIGHT-READ,"Definition: to perform with no preparation
SIGH (sound unhappy) with TREAD (step)"
18464,Pass for American university lecturer visiting government agency briefly (5),GULCH,"Definition: Pass for American
U (university) L (lecturer) inside (visiting) GCHQ (government agency, briefly=shortened)"
18465,More extensive period covers unknown time (5),EXTRA,"Definition: More extensive
ERA (period) contains (covers) X (an unknown) T (time)"
18466,“Narrow-minded and racial” leaders of Houses of Parliament must change (9),PAROCHIAL,"Definition: Narrow-minded
anagram (must change) of RACIAL with first letters (leaders) of Houses Of Parliament"
18467,"Even so, to begin with it is surprisingly controversial (9)",SENSITIVE,"Definition: controversial
anagram (surprisingly) of EVEN So (first letter, to begin with) and IT IS"
18468,Agent works to introduce growth (5),PLANT,"Definition: Agent
quadruple definition"
18469,Form of power using uranium introduced by new patent (7),NUCLEAR,"Definition: Form of power
U (Uranium) inside (introduced by) N (new) CLEAR (patent)"
18470,Person who responds roughly to stern nurses (7),REACTOR,"Definition: Person who responds
C (circa, roughly) TO inside (…nurses) REAR (stern)"
18471,Is poet right to disseminate combative response? (7),RIPOSTE,"Definition: combative response
anagram (to disseminate) of IS POET R (right)"
18472,Interfering with instrument can start to grate (9),VIOLATING,"Definition: Interfering
VIOLA (instrument) TIN (can) then Grate (first letter, start to)"
18473,Faint edges of shadow obscuring front of satellite (5),SWOON,"Definition: Faint
ShadoW (edges of) and mOON (satellite) missing (obscuring) front letter"
18474,Hopeless judge is behind reclassification of speed (9),DESPERATE,"Definition: Hopeless
RATE (judge) follows anagram (reclassification) of SPEED"
18475,Places overlooking Earth and its neighbour (5),VENUS,"Definition: i
VENUeS (places) missing E (Earth)"
18476,Drug given to control group initially producing minor changes (9),REHASHING,"Definition: producing minor changes
HASH (a drug) inside (given to) REIN (control) Group (initial letter of)"
18477,Make claim to support one’s point (5),ISSUE,"Definition: point
SUE (make claim to) following (to support) I’S (one’s)"
18478,Sneaks regularly associate in a nosy way (7),NASALLY,"Definition: in a nosy way
every other letter (regularly) of sNeAkS then ALLY (associate)"
18479,Meandering river and sea unite in this way (9),ESTUARINE,"Definition: i
anagram (meandering) of R (river) and SEA UNITE – they way a river and sea unites"
18480,Layer beneath surface subjected to erosion (9),UNDERWEAR,"Definition: Layer
UNDER (beneath surface) with (subject to) WEAR (erosion)"
18481,Terrible man pursuing everybody welcomed by great flirt (9),GALLIVANT,"Definition: flirt
IVAN (terrible man, Ivan the Terrible) following ALL inside (welcomed by) GR (great)"
18482,Suppresses minor feature of new relationship? (7),STEPSON,"Definition: minor feature of new relationship
STEPS ON (suppresses)"
18483,Where one might find piece about revolutionary by British composer (7),HOLSTER,"Definition: Where one might find piece
RE (about) reversed (revolutionary) following (by) HOLST (British composer) – a piece is a gun"
18484,Turn up wearing slashed trousers and jacket (5),TUNIC,"Definition: jacket
IN (wearing) inside (…trousers, pockets) CUT (slashed) all reversed (turn up)"
18485,Religious person asking personal questions on the phone (5),PRIOR,"Definition: Religious person
PRIOR sounds like (on the phone) “prier” (one – a religious person – who asks personal questions)"
18486,Company revealed jet’s source of oil (5),COPRA,"Definition: source of oil
CO (company) then sPRAy (jet) missing outer letters (revealed, exposed)"
18487,Cream bun consumed in lunch outing (4),CHOU,"Definition: Cream bun
found inside (consumed in) linCH OUting"
18488,Cavities (8),CHAMBERS,competition clue
18489,"Make love amid dissolute routs, alfresco (8)",OUTDOORS,"Definition: alfresco
DO (make) O (love) inside (amid) anagram (dissolute) ROUTS"
18490,Village abroad? One making return journey as reminder (4),PROD,"Definition: reminder
DORP (village, abroad=S.African) reversed (one making return journey)"
